,date,turnover
996,14/04/2011 15,360958
997,14/04/2011 16,185082
998,14/04/2011 17,220597
999,14/04/2011 18,174940
1000,14/04/2011 19,61346
1001,15/04/2011 08,18740
1002,15/04/2011 09,227726
1003,15/04/2011 10,1024573
1004,15/04/2011 11,115416
1005,15/04/2011 12,321703
1006,15/04/2011 13,433213
1007,15/04/2011 14,216193
1008,15/04/2011 15,69257
1009,15/04/2011 16,253037
1010,17/04/2011 10,237649
1011,17/04/2011 11,288481
1012,17/04/2011 12,190207
1013,17/04/2011 13,220895
1014,17/04/2011 14,122427
1015,17/04/2011 15,133218
1016,18/04/2011 09,394143
1017,18/04/2011 10,198972
1018,18/04/2011 11,200960
1019,18/04/2011 12,292183
1020,18/04/2011 13,220130
1021,18/04/2011 14,393601
1022,18/04/2011 15,612686
1023,18/04/2011 16,103960
1024,18/04/2011 17,28385
1025,19/04/2011 08,94272
1026,19/04/2011 09,123518
1027,19/04/2011 10,290814
1028,19/04/2011 11,369937
1029,19/04/2011 12,211144
1030,19/04/2011 13,259546
1031,19/04/2011 14,347616
1032,19/04/2011 15,346916
1033,19/04/2011 16,91484
1034,19/04/2011 17,10972
1035,20/04/2011 08,71250
1036,20/04/2011 09,265253
1037,20/04/2011 10,134178
1038,20/04/2011 11,899955
1039,20/04/2011 12,197577
1040,20/04/2011 13,575527
1041,20/04/2011 14,105820
1042,20/04/2011 15,178128
1043,20/04/2011 16,6890
1044,20/04/2011 17,65514
1045,21/04/2011 08,36414
1046,21/04/2011 09,288459
1047,21/04/2011 10,347088
1048,21/04/2011 11,57657
1049,21/04/2011 12,374880
1050,21/04/2011 13,411023
1051,21/04/2011 14,202073
1052,21/04/2011 15,135887
1053,21/04/2011 16,407615
1054,21/04/2011 17,156566
1055,21/04/2011 18,380023
1056,21/04/2011 19,100703
1057,26/04/2011 08,76652
1058,26/04/2011 09,644175
1059,26/04/2011 10,337903
1060,26/04/2011 11,505303
1061,26/04/2011 12,279612
1062,26/04/2011 13,233626
1063,26/04/2011 14,244562
1064,26/04/2011 15,230340
1065,26/04/2011 16,228816
1066,26/04/2011 17,97592
1067,27/04/2011 08,87768
1068,27/04/2011 09,63528
1069,27/04/2011 10,272366
1070,27/04/2011 11,230347
1071,27/04/2011 12,591913
1072,27/04/2011 13,197127
1073,27/04/2011 14,585846
1074,27/04/2011 15,157737
1075,27/04/2011 16,41492
1076,27/04/2011 17,221645
1077,28/04/2011 07,45945
1078,28/04/2011 08,47314
1079,28/04/2011 09,114682
1080,28/04/2011 10,531550
1081,28/04/2011 11,122975
1082,28/04/2011 12,165640
1083,28/04/2011 13,394143
1084,28/04/2011 14,138314
1085,28/04/2011 15,139421
1086,28/04/2011 16,227284
1087,28/04/2011 17,252
1088,28/04/2011 18,26632
1089,28/04/2011 19,-43928
1090,01/05/2011 10,32088
1091,01/05/2011 11,181069
1092,01/05/2011 12,135332
1093,01/05/2011 13,132454
1094,01/05/2011 14,128868
1095,01/05/2011 15,15375
1096,03/05/2011 08,32762
1097,03/05/2011 09,554453
1098,03/05/2011 10,363480
1099,03/05/2011 11,322234
1100,03/05/2011 12,-316614
1101,03/05/2011 13,1086045
1102,03/05/2011 14,42555
1103,03/05/2011 15,96715
1104,03/05/2011 16,304953
1105,03/05/2011 17,19109
1106,04/05/2011 08,197463
1107,04/05/2011 09,71944
1108,04/05/2011 10,132556
1109,04/05/2011 11,1011368
1110,04/05/2011 12,151994
1111,04/05/2011 13,278902
1112,04/05/2011 14,301668
1113,04/05/2011 15,183035
1114,04/05/2011 16,181576
1115,04/05/2011 17,20660
1116,05/05/2011 07,38514
1117,05/05/2011 08,136216
1118,05/05/2011 09,263452
1119,05/05/2011 10,103398
1120,05/05/2011 11,215600
1121,05/05/2011 12,269012
1122,05/05/2011 13,406083
1123,05/05/2011 14,144998
1124,05/05/2011 15,582797
1125,05/05/2011 16,100556
1126,05/05/2011 17,356456
1127,05/05/2011 18,67728
1128,05/05/2011 19,44419
1129,06/05/2011 08,877544
1130,06/05/2011 09,236514
1131,06/05/2011 10,428724
1132,06/05/2011 11,210437
1133,06/05/2011 12,162791
1134,06/05/2011 13,501871
1135,06/05/2011 14,155652
1136,06/05/2011 15,492993
1137,06/05/2011 16,267661
1138,06/05/2011 17,19610
1139,06/05/2011 19,36545
1140,06/05/2011 20,2214
1141,08/05/2011 10,111300
1142,08/05/2011 11,413101
1143,08/05/2011 12,500786
1144,08/05/2011 13,97481
1145,08/05/2011 14,192491
1146,08/05/2011 15,221772
1147,08/05/2011 16,248822
1148,09/05/2011 08,26905
1149,09/05/2011 09,174460
1150,09/05/2011 10,222368
1151,09/05/2011 11,112068
1152,09/05/2011 12,455004
1153,09/05/2011 13,321411
1154,09/05/2011 14,171173
1155,09/05/2011 15,243845
1156,09/05/2011 16,702395
1157,09/05/2011 17,3830
1158,10/05/2011 08,34486
1159,10/05/2011 09,108483
1160,10/05/2011 10,477694
1161,10/05/2011 11,418358
1162,10/05/2011 12,772740
1163,10/05/2011 13,271058
1164,10/05/2011 14,169866
1165,10/05/2011 15,1865093
1166,10/05/2011 16,171559
1167,11/05/2011 07,182331
1168,11/05/2011 08,55301
1169,11/05/2011 09,99358
1170,11/05/2011 10,608486
1171,11/05/2011 11,54015
1172,11/05/2011 12,811313
1173,11/05/2011 13,406172
1174,11/05/2011 14,429904
1175,11/05/2011 15,415012
1176,11/05/2011 16,24242
1177,11/05/2011 17,100004
1178,12/05/2011 08,165700
1179,12/05/2011 09,385141
1180,12/05/2011 10,2011861
1181,12/05/2011 11,263109
1182,12/05/2011 12,822837
1183,12/05/2011 13,283757
1184,12/05/2011 14,909334
1185,12/05/2011 15,98742
1186,12/05/2011 16,234201
1187,12/05/2011 17,30905
1188,12/05/2011 18,308017
1189,12/05/2011 19,93565
1190,12/05/2011 20,104389
1191,13/05/2011 08,198283
1192,13/05/2011 09,317533
1193,13/05/2011 10,434314
1194,13/05/2011 11,581245
1195,13/05/2011 12,258238
1196,13/05/2011 13,184198
1197,13/05/2011 14,421006
1198,13/05/2011 15,279862
1199,13/05/2011 16,233660
1200,13/05/2011 17,35748
1201,15/05/2011 11,122786
1202,15/05/2011 12,411420
1203,15/05/2011 13,231734
1204,15/05/2011 14,40057
1205,15/05/2011 15,57094
1206,15/05/2011 16,80764
1207,16/05/2011 08,189896
1208,16/05/2011 09,575419
1209,16/05/2011 10,167152
1210,16/05/2011 11,42504
1211,16/05/2011 12,665142
1212,16/05/2011 13,-620438
1213,16/05/2011 14,1154761
1214,16/05/2011 15,154807
1215,16/05/2011 16,553142
1216,16/05/2011 17,9417
1217,17/05/2011 08,117705
1218,17/05/2011 09,125090
1219,17/05/2011 10,386533
1220,17/05/2011 11,1510302
1221,17/05/2011 12,255147
1222,17/05/2011 13,133869
1223,17/05/2011 14,426864
1224,17/05/2011 15,1967103
1225,17/05/2011 16,253280
1226,17/05/2011 17,-8173
1227,18/05/2011 09,302461
1228,18/05/2011 10,877334
1229,18/05/2011 11,285376
1230,18/05/2011 12,378973
1231,18/05/2011 13,480482
1232,18/05/2011 14,204187
1233,18/05/2011 15,343044
1234,18/05/2011 16,323372
1235,18/05/2011 17,0
1236,19/05/2011 07,52486
1237,19/05/2011 08,191181
1238,19/05/2011 09,240817
1239,19/05/2011 10,445782
1240,19/05/2011 11,301023
1241,19/05/2011 12,360010
1242,19/05/2011 13,238099
1243,19/05/2011 14,332530
1244,19/05/2011 15,204106
1245,19/05/2011 16,312858
1246,19/05/2011 17,367465
1247,19/05/2011 18,12702
1248,19/05/2011 19,172632
1249,20/05/2011 08,186893
1250,20/05/2011 09,198099
1251,20/05/2011 10,506870
1252,20/05/2011 11,362675
1253,20/05/2011 12,77081
1254,20/05/2011 13,454282
1255,20/05/2011 14,378784
1256,20/05/2011 15,224845
1257,20/05/2011 16,62981
1258,22/05/2011 10,318270
1259,22/05/2011 11,475490
1260,22/05/2011 12,327675
1261,22/05/2011 13,440408
1262,22/05/2011 14,321731
1263,22/05/2011 15,202370
1264,23/05/2011 08,117764
1265,23/05/2011 09,283959
1266,23/05/2011 10,221937
1267,23/05/2011 11,414352
1268,23/05/2011 12,186665
1269,23/05/2011 13,653617
1270,23/05/2011 14,607034
1271,23/05/2011 15,290931
1272,23/05/2011 16,65213
1273,23/05/2011 17,2389
1274,24/05/2011 08,245647
1275,24/05/2011 09,548680
1276,24/05/2011 10,1027724
1277,24/05/2011 11,215747
1278,24/05/2011 12,228426
1279,24/05/2011 13,158976
1280,24/05/2011 14,204483
1281,24/05/2011 15,678434
1282,24/05/2011 16,805
1283,24/05/2011 17,42213
1284,25/05/2011 08,44562
1285,25/05/2011 09,290444
1286,25/05/2011 10,284087
1287,25/05/2011 11,302503
1288,25/05/2011 12,629655
1289,25/05/2011 13,105771
1290,25/05/2011 14,126204
1291,25/05/2011 15,185541
1292,25/05/2011 16,64798
1293,25/05/2011 17,256950
1294,26/05/2011 08,30135
1295,26/05/2011 09,104997
1296,26/05/2011 10,519538
1297,26/05/2011 11,106884
1298,26/05/2011 12,176118
1299,26/05/2011 13,229619
1300,26/05/2011 14,233334
1301,26/05/2011 15,896710
1302,26/05/2011 16,95560
1303,26/05/2011 17,70800
1304,26/05/2011 18,49901
1305,26/05/2011 19,563426
1306,27/05/2011 09,123506
1307,27/05/2011 10,622468
1308,27/05/2011 11,57994
1309,27/05/2011 12,291101
1310,27/05/2011 13,367151
1311,27/05/2011 14,335072
1312,27/05/2011 15,771556
1313,27/05/2011 16,44686
1314,27/05/2011 17,103935
1315,29/05/2011 10,116341
1316,29/05/2011 11,68406
1317,29/05/2011 12,247029
1318,29/05/2011 13,53009
1319,29/05/2011 14,117029
1320,29/05/2011 15,87417
1321,31/05/2011 08,76013
1322,31/05/2011 09,106988
1323,31/05/2011 10,213744
1324,31/05/2011 11,154622
1325,31/05/2011 12,105579
1326,31/05/2011 13,373210
1327,31/05/2011 14,424468
1328,31/05/2011 15,539816
1329,01/06/2011 07,32690
1330,01/06/2011 08,129856
1331,01/06/2011 09,192244
1332,01/06/2011 10,422375
1333,01/06/2011 11,107434
1334,01/06/2011 12,228315
1335,01/06/2011 13,74783
1336,01/06/2011 14,69970
1337,01/06/2011 15,112235
1338,01/06/2011 16,47096
1339,01/06/2011 17,529051
1340,02/06/2011 09,516366
1341,02/06/2011 10,59396
1342,02/06/2011 11,532689
1343,02/06/2011 12,402678
1344,02/06/2011 13,38732
1345,02/06/2011 14,304723
1346,02/06/2011 15,94008
1347,02/06/2011 16,8015
1348,02/06/2011 17,1004115
1349,02/06/2011 18,6205
1350,02/06/2011 19,65627
1351,03/06/2011 07,40495
1352,03/06/2011 08,35004
1353,03/06/2011 09,57756
1354,03/06/2011 10,277187
1355,03/06/2011 11,152265
1356,03/06/2011 12,297426
1357,03/06/2011 13,225462
1358,03/06/2011 14,162858
1359,03/06/2011 15,86950
1360,03/06/2011 16,55094
1361,03/06/2011 17,222062
1362,05/06/2011 10,312695
1363,05/06/2011 11,531599
1364,05/06/2011 12,249333
1365,05/06/2011 13,402992
1366,05/06/2011 14,186966
1367,05/06/2011 15,600361
1368,05/06/2011 16,7449
1369,06/06/2011 08,14788
1370,06/06/2011 09,291767
1371,06/06/2011 10,55961
1372,06/06/2011 11,174240
1373,06/06/2011 12,227368
1374,06/06/2011 13,355362
1375,06/06/2011 14,137349
1376,06/06/2011 15,155749
1377,06/06/2011 16,205976
1378,07/06/2011 07,35365
1379,07/06/2011 08,125412
1380,07/06/2011 09,205297
1381,07/06/2011 10,112975
1382,07/06/2011 11,326194
1383,07/06/2011 12,300358
1384,07/06/2011 13,580287
1385,07/06/2011 14,194317
1386,07/06/2011 15,81818
1387,07/06/2011 16,1279536
1388,07/06/2011 17,402928
1389,08/06/2011 08,263013
1390,08/06/2011 09,105353
1391,08/06/2011 10,540830
1392,08/06/2011 11,271935
1393,08/06/2011 12,524106
1394,08/06/2011 13,304610
1395,08/06/2011 14,421352
1396,08/06/2011 15,1227000
1397,08/06/2011 16,248621
1398,08/06/2011 17,200737
1399,09/06/2011 07,20017
1400,09/06/2011 08,12460
1401,09/06/2011 09,182574
1402,09/06/2011 10,328163
1403,09/06/2011 11,254214
1404,09/06/2011 12,227667
1405,09/06/2011 13,222214
1406,09/06/2011 14,236384
1407,09/06/2011 15,287115
1408,09/06/2011 16,388086
1409,09/06/2011 17,1777091
1410,09/06/2011 18,98612
1411,09/06/2011 19,311927
1412,09/06/2011 20,29722
1413,10/06/2011 08,79513
1414,10/06/2011 09,75236
1415,10/06/2011 10,338984
1416,10/06/2011 11,179802
1417,10/06/2011 12,647368
1418,10/06/2011 13,179382
1419,10/06/2011 14,274384
1420,10/06/2011 15,478748
1421,10/06/2011 16,69994
1422,10/06/2011 17,142218
1423,12/06/2011 09,37920
1424,12/06/2011 10,144403
1425,12/06/2011 11,179407
1426,12/06/2011 12,221784
1427,12/06/2011 13,397105
1428,12/06/2011 14,159521
1429,12/06/2011 15,52695
1430,12/06/2011 16,4485
1431,13/06/2011 07,10272
1432,13/06/2011 08,219420
1433,13/06/2011 09,195253
1434,13/06/2011 10,298218
1435,13/06/2011 11,110577
1436,13/06/2011 12,187526
1437,13/06/2011 13,227742
1438,13/06/2011 14,357844
1439,13/06/2011 15,194288
1440,13/06/2011 16,85700
1441,13/06/2011 17,13320
1442,14/06/2011 08,30646
1443,14/06/2011 09,61880
1444,14/06/2011 10,153534
1445,14/06/2011 11,1691899
1446,14/06/2011 12,559511
1447,14/06/2011 13,257659
1448,14/06/2011 14,272698
1449,14/06/2011 15,107594
1450,14/06/2011 16,37100
1451,14/06/2011 17,483362
1452,15/06/2011 08,66961
1453,15/06/2011 09,59938
1454,15/06/2011 10,347584
1455,15/06/2011 11,342360
1456,15/06/2011 12,283981
1457,15/06/2011 13,2635136
1458,15/06/2011 14,361140
1459,15/06/2011 15,198475
1460,15/06/2011 16,189238
1461,16/06/2011 08,142820
1462,16/06/2011 09,350479
1463,16/06/2011 10,215831
1464,16/06/2011 11,235596
1465,16/06/2011 12,201701
1466,16/06/2011 13,187829
1467,16/06/2011 14,268003
1468,16/06/2011 15,395894
1469,16/06/2011 16,349858
1470,16/06/2011 17,288526
1471,16/06/2011 18,563605
1472,16/06/2011 19,72955
1473,17/06/2011 08,68814
1474,17/06/2011 09,205031
1475,17/06/2011 10,284433
1476,17/06/2011 11,223168
1477,17/06/2011 12,418281
1478,17/06/2011 13,316546
1479,17/06/2011 14,291960
1480,17/06/2011 15,130551
1481,17/06/2011 16,17148
1482,17/06/2011 17,660
1483,19/06/2011 10,191436
1484,19/06/2011 11,892965
1485,19/06/2011 12,354873
1486,19/06/2011 13,235293
1487,19/06/2011 14,131011
1488,19/06/2011 15,199863
1489,19/06/2011 16,62089
1490,20/06/2011 08,126611
1491,20/06/2011 09,384218
1492,20/06/2011 10,200210
1493,20/06/2011 11,157621
1494,20/06/2011 12,337914
1495,20/06/2011 13,703884
1496,20/06/2011 14,525086
1497,20/06/2011 15,658410
1498,20/06/2011 16,36281
1499,20/06/2011 17,22347
1500,21/06/2011 08,7824
1501,21/06/2011 09,231934
1502,21/06/2011 10,426486
1503,21/06/2011 11,112571
1504,21/06/2011 12,155738
1505,21/06/2011 13,184562
1506,21/06/2011 14,581002
1507,21/06/2011 15,155800
1508,21/06/2011 16,257970
1509,21/06/2011 17,74642
1510,21/06/2011 18,-4655
1511,22/06/2011 08,30981
1512,22/06/2011 09,38442
1513,22/06/2011 10,676426
1514,22/06/2011 11,152985
1515,22/06/2011 12,223003
1516,22/06/2011 13,223316
1517,22/06/2011 14,314451
1518,22/06/2011 15,180640
1519,22/06/2011 16,126626
1520,22/06/2011 17,24245
1521,23/06/2011 09,314770
1522,23/06/2011 10,321229
1523,23/06/2011 11,194709
1524,23/06/2011 12,130367
1525,23/06/2011 13,346720
1526,23/06/2011 14,334371
1527,23/06/2011 15,398199
1528,23/06/2011 16,-49824
1529,23/06/2011 17,65621
1530,23/06/2011 18,130866
1531,23/06/2011 19,131205
1532,24/06/2011 08,19190
1533,24/06/2011 09,260837
1534,24/06/2011 10,192107
1535,24/06/2011 11,66248
1536,24/06/2011 12,-929363
1537,24/06/2011 13,232553
1538,24/06/2011 14,148875
1539,24/06/2011 15,470371
1540,24/06/2011 16,130876
1541,24/06/2011 17,127284
1542,26/06/2011 10,66270
1543,26/06/2011 11,116414
1544,26/06/2011 12,70682
1545,26/06/2011 13,210974
1546,26/06/2011 14,113762
1547,26/06/2011 15,-12164
1548,26/06/2011 16,0
1549,27/06/2011 08,128526
1550,27/06/2011 09,305403
1551,27/06/2011 10,267088
1552,27/06/2011 11,10924
1553,27/06/2011 12,441155
1554,27/06/2011 13,91118
1555,27/06/2011 14,127223
1556,27/06/2011 15,196049
1557,27/06/2011 16,70455
1558,27/06/2011 17,-12192
1559,28/06/2011 08,1137872
1560,28/06/2011 09,9830
1561,28/06/2011 10,167704
1562,28/06/2011 11,670035
1563,28/06/2011 12,107774
1564,28/06/2011 13,163829
1565,28/06/2011 14,183012
1566,28/06/2011 15,841301
1567,28/06/2011 16,43772
1568,28/06/2011 17,26805
1569,29/06/2011 08,23705
1570,29/06/2011 09,97756
1571,29/06/2011 10,449739
1572,29/06/2011 11,74784
1573,29/06/2011 12,140149
1574,29/06/2011 13,211935
1575,29/06/2011 14,61910
1576,29/06/2011 15,1036820
1577,29/06/2011 16,22659
1578,30/06/2011 08,13441
1579,30/06/2011 09,62478
1580,30/06/2011 10,361919
1581,30/06/2011 11,1555856
1582,30/06/2011 12,887201
1583,30/06/2011 13,220242
1584,30/06/2011 14,193565
1585,30/06/2011 15,487889
1586,30/06/2011 16,121484
1587,30/06/2011 17,109669
1588,30/06/2011 18,100335
1589,30/06/2011 19,78764
1590,30/06/2011 20,20197
1591,01/07/2011 08,91238
1592,01/07/2011 09,143246
1593,01/07/2011 10,146505
1594,01/07/2011 11,290913
1595,01/07/2011 12,258970
1596,01/07/2011 13,123578
1597,01/07/2011 14,104029
1598,01/07/2011 15,44844
1599,01/07/2011 17,19575
1600,03/07/2011 10,102191
1601,03/07/2011 11,65823
1602,03/07/2011 12,175770
1603,03/07/2011 13,124160
1604,03/07/2011 14,15580
1605,03/07/2011 15,44960
1606,03/07/2011 16,24293
1607,04/07/2011 10,2133095
1608,04/07/2011 11,363926
1609,04/07/2011 12,569575
1610,04/07/2011 13,579013
1611,04/07/2011 14,133925
1612,04/07/2011 15,187976
1613,04/07/2011 16,369710
1614,05/07/2011 09,440771
1615,05/07/2011 10,337067
1616,05/07/2011 11,139740
1617,05/07/2011 12,459267
1618,05/07/2011 13,260032
1619,05/07/2011 14,340968
1620,05/07/2011 15,796250
1621,05/07/2011 16,618132
1622,05/07/2011 17,386246
1623,06/07/2011 09,152165
1624,06/07/2011 10,335001
1625,06/07/2011 11,214262
1626,06/07/2011 12,325701
1627,06/07/2011 13,346029
1628,06/07/2011 14,437070
1629,06/07/2011 15,149397
1630,06/07/2011 16,511866
1631,06/07/2011 17,63677
1632,07/07/2011 08,42771
1633,07/07/2011 10,323454
1634,07/07/2011 11,152430
1635,07/07/2011 12,358861
1636,07/07/2011 13,443335
1637,07/07/2011 14,400170
1638,07/07/2011 15,188446
1639,07/07/2011 16,603534
1640,07/07/2011 17,23417
1641,07/07/2011 18,346985
1642,07/07/2011 19,39349
1643,07/07/2011 20,25370
1644,08/07/2011 08,152723
1645,08/07/2011 09,88977
1646,08/07/2011 10,150904
1647,08/07/2011 11,146950
1648,08/07/2011 12,264059
1649,08/07/2011 13,844673
1650,08/07/2011 14,225077
1651,08/07/2011 15,477604
1652,08/07/2011 16,222219
1653,08/07/2011 17,11786
1654,10/07/2011 10,41753
1655,10/07/2011 11,57111
1656,10/07/2011 12,143498
1657,10/07/2011 13,47436
1658,10/07/2011 14,119802
1659,10/07/2011 15,106403
1660,10/07/2011 16,34682
1661,11/07/2011 09,27625
1662,11/07/2011 10,294320
1663,11/07/2011 11,109626
1664,11/07/2011 12,423420
1665,11/07/2011 13,253252
1666,11/07/2011 14,430538
1667,11/07/2011 15,239332
1668,11/07/2011 16,258708
1669,11/07/2011 17,68711
1670,12/07/2011 08,12998
1671,12/07/2011 09,484480
1672,12/07/2011 10,243892
1673,12/07/2011 11,106322
1674,12/07/2011 12,198404
1675,12/07/2011 13,378895
1676,12/07/2011 14,154938
1677,12/07/2011 15,272250
1678,12/07/2011 16,599394
1679,12/07/2011 17,43374
1680,13/07/2011 08,5833
1681,13/07/2011 09,76407
1682,13/07/2011 10,368308
1683,13/07/2011 11,286602
1684,13/07/2011 12,271452
1685,13/07/2011 13,211417
1686,13/07/2011 14,57172
1687,13/07/2011 15,-554676
1688,13/07/2011 16,274151
1689,13/07/2011 17,46108
1690,14/07/2011 08,134031
1691,14/07/2011 09,195503
1692,14/07/2011 10,632009
1693,14/07/2011 11,144254
1694,14/07/2011 12,211648
1695,14/07/2011 13,488723
1696,14/07/2011 14,145307
1697,14/07/2011 15,189486
1698,14/07/2011 16,599230
1699,14/07/2011 17,124141
1700,14/07/2011 18,63408
1701,14/07/2011 19,21835
1702,14/07/2011 20,68855
1703,15/07/2011 08,56460
1704,15/07/2011 09,5682
1705,15/07/2011 10,212595
1706,15/07/2011 11,173102
1707,15/07/2011 12,141175
1708,15/07/2011 13,202638
1709,15/07/2011 14,184458
1710,15/07/2011 15,28678
1711,15/07/2011 16,329330
1712,15/07/2011 17,28797
1713,17/07/2011 10,71584
1714,17/07/2011 11,426367
1715,17/07/2011 12,393877
1716,17/07/2011 13,484626
1717,17/07/2011 14,140356
1718,17/07/2011 15,149428
1719,18/07/2011 08,48093
1720,18/07/2011 09,184089
1721,18/07/2011 10,567639
1722,18/07/2011 11,515521
1723,18/07/2011 12,372094
1724,18/07/2011 13,106475
1725,18/07/2011 14,278008
1726,18/07/2011 15,571094
1727,18/07/2011 16,48875
1728,18/07/2011 17,62502
1729,19/07/2011 09,1564697
1730,19/07/2011 10,144682
1731,19/07/2011 11,582704
1732,19/07/2011 12,385893
1733,19/07/2011 13,431790
1734,19/07/2011 14,198482
1735,19/07/2011 15,1169419
1736,19/07/2011 16,140221
1737,19/07/2011 17,64499
1738,20/07/2011 08,60299
1739,20/07/2011 09,100792
1740,20/07/2011 10,177268
1741,20/07/2011 11,438526
1742,20/07/2011 12,443463
1743,20/07/2011 13,440989
1744,20/07/2011 14,539422
1745,20/07/2011 15,91576
1746,20/07/2011 16,575430
1747,20/07/2011 17,125
1748,21/07/2011 08,39691
1749,21/07/2011 09,257890
1750,21/07/2011 10,333884
1751,21/07/2011 11,92910
1752,21/07/2011 12,502551
1753,21/07/2011 13,161117
1754,21/07/2011 14,128594
1755,21/07/2011 15,195148
1756,21/07/2011 16,456303
1757,21/07/2011 17,422550
1758,21/07/2011 18,288654
1759,21/07/2011 19,51139
1760,22/07/2011 08,0
1761,22/07/2011 09,623241
1762,22/07/2011 10,150635
1763,22/07/2011 11,280223
1764,22/07/2011 12,161588
1765,22/07/2011 13,342000
1766,22/07/2011 14,137248
1767,22/07/2011 15,127104
1768,22/07/2011 16,55453
1769,22/07/2011 17,29567
1770,24/07/2011 10,319581
1771,24/07/2011 11,337442
1772,24/07/2011 12,369634
1773,24/07/2011 13,908877
1774,24/07/2011 14,114025
1775,24/07/2011 15,367741
1776,24/07/2011 16,91297
1777,25/07/2011 08,26527
1778,25/07/2011 09,198651
1779,25/07/2011 10,312861
1780,25/07/2011 11,306351
1781,25/07/2011 12,320541
1782,25/07/2011 13,271977
1783,25/07/2011 14,72858
1784,25/07/2011 15,116683
1785,25/07/2011 16,481440
1786,25/07/2011 17,426236
1787,26/07/2011 08,30120
1788,26/07/2011 09,215803
1789,26/07/2011 10,128402
1790,26/07/2011 11,237391
1791,26/07/2011 12,441457
1792,26/07/2011 13,115373
1793,26/07/2011 14,295815
1794,26/07/2011 15,294382
1795,26/07/2011 16,284649
1796,26/07/2011 17,24888
1797,27/07/2011 08,36935
1798,27/07/2011 09,495499
1799,27/07/2011 10,562252
1800,27/07/2011 11,86822
1801,27/07/2011 12,108947
1802,27/07/2011 13,503533
1803,27/07/2011 14,215235
1804,27/07/2011 15,405936
1805,27/07/2011 17,16991
1806,28/07/2011 08,49804
1807,28/07/2011 09,355572
1808,28/07/2011 10,155939
1809,28/07/2011 11,154725
1810,28/07/2011 12,235683
1811,28/07/2011 13,83511
1812,28/07/2011 14,1469556
1813,28/07/2011 15,1220441
1814,28/07/2011 16,1046296
1815,28/07/2011 17,366526
1816,28/07/2011 18,98663
1817,28/07/2011 19,30420
1818,29/07/2011 08,78787
1819,29/07/2011 09,139984
1820,29/07/2011 10,199130
1821,29/07/2011 11,227563
1822,29/07/2011 12,197656
1823,29/07/2011 13,282620
1824,29/07/2011 14,137153
1825,29/07/2011 15,191438
1826,29/07/2011 16,223161
1827,29/07/2011 17,32542
1828,31/07/2011 10,209027
1829,31/07/2011 11,388594
1830,31/07/2011 12,377439
1831,31/07/2011 13,162398
1832,31/07/2011 14,78263
1833,31/07/2011 15,2016380
1834,31/07/2011 16,25302
1835,01/08/2011 08,30456
1836,01/08/2011 09,17850
1837,01/08/2011 10,270593
1838,01/08/2011 11,124857
1839,01/08/2011 12,362606
1840,01/08/2011 13,213331
1841,01/08/2011 14,223283
1842,01/08/2011 15,45567
1843,01/08/2011 16,413452
1844,01/08/2011 17,292215
1845,02/08/2011 08,92565
1846,02/08/2011 09,162114
1847,02/08/2011 10,722218
1848,02/08/2011 11,27159
1849,02/08/2011 12,-890326
1850,02/08/2011 13,84378
1851,02/08/2011 14,672833
1852,02/08/2011 15,136452
1853,02/08/2011 16,288422
1854,02/08/2011 17,120828
1855,03/08/2011 08,20177
1856,03/08/2011 09,273675
1857,03/08/2011 10,512281
1858,03/08/2011 11,276910
1859,03/08/2011 12,494900
1860,03/08/2011 13,189947
1861,03/08/2011 14,389608
1862,03/08/2011 15,155189
1863,03/08/2011 16,231296
1864,03/08/2011 17,20032
1865,04/08/2011 08,6042
1866,04/08/2011 09,54290
1867,04/08/2011 10,629756
1868,04/08/2011 11,134169
1869,04/08/2011 12,831328
1870,04/08/2011 13,314393
1871,04/08/2011 14,369646
1872,04/08/2011 15,385809
1873,04/08/2011 16,558556
1874,04/08/2011 17,340129
1875,04/08/2011 18,2055994
1876,04/08/2011 19,186347
1877,04/08/2011 20,24654
1878,05/08/2011 08,55064
1879,05/08/2011 09,35642
1880,05/08/2011 10,111186
1881,05/08/2011 11,405015
1882,05/08/2011 12,172021
1883,05/08/2011 13,170787
1884,05/08/2011 14,129530
1885,05/08/2011 15,385912
1886,05/08/2011 16,347496
1887,05/08/2011 17,168551
1888,07/08/2011 10,86714
1889,07/08/2011 11,20780
1890,07/08/2011 12,159718
1891,07/08/2011 13,129597
1892,07/08/2011 14,187229
1893,07/08/2011 15,119552
1894,08/08/2011 09,31875
1895,08/08/2011 10,233143
1896,08/08/2011 11,540217
1897,08/08/2011 12,-185225
1898,08/08/2011 13,362450
1899,08/08/2011 14,113771
1900,08/08/2011 15,589196
1901,08/08/2011 16,153619
1902,09/08/2011 09,66661
1903,09/08/2011 10,248680
1904,09/08/2011 11,123427
1905,09/08/2011 12,282058
1906,09/08/2011 13,1360353
1907,09/08/2011 14,217774
1908,09/08/2011 15,20015
1909,09/08/2011 16,79364
1910,09/08/2011 17,161001
1911,10/08/2011 08,32687
1912,10/08/2011 09,487832
1913,10/08/2011 10,778004
1914,10/08/2011 11,67573
1915,10/08/2011 12,237515
1916,10/08/2011 13,154310
1917,10/08/2011 14,183898
1918,10/08/2011 15,110626
1919,10/08/2011 16,516418
1920,10/08/2011 17,13526
1921,11/08/2011 08,115471
1922,11/08/2011 09,196972
1923,11/08/2011 10,1930653
1924,11/08/2011 11,332246
1925,11/08/2011 12,333017
